SampleID,Customer Name,Attention,Address 1,Address 2,Address 3,Post Code,Telephone,Fax Number,Unique Code,Customer Reference,Second Customer Reference,Serial Number,General Description,System Description,Manufacturer,Model,Oil/Fluid Long Name,Oil/Fluid Short Name,Unit Type,Test Suite,Laboratory Ref,Unit Hours,Oil/Fluid Hours,Oil/Fluid Added,Completed Date,Date Taken,Alert Level,Ticket Number,Analyst,Aircraft Registration,Receipt Date,Booked In date,Site,Fuel Type,Prepaid,Sample Reason,Oil Changed,Lab Memo,Billing Date,Due Date,Delivery Reference,Oil/Fluid ID,Billing Completed,Viscosity at 40°C (cSt),Viscosity at 100°C (cSt),Water (% wt),Soot by FTIR (% wt),TAN (mgKOH/g),TBN (mgKOH/g),Phosphorus (% wt),Zinc (% wt),Calcium (% wt),Barium (% wt),Magnesium (% wt),Aluminium (ppm),Iron (ppm),Chromium (ppm),Copper (ppm),Lead (ppm),Tin (ppm),Silicon (ppm),Sodium (ppm),Boron (ppm),Vanadium (ppm),Molybdenum (ppm),Nickel (ppm),Silver (ppm),Titanium (ppm),Manganese (ppm),Cadmium (ppm),Antimony (ppm),Lithium (ppm),Sulphur (ICP) (ppm),Chlorine (ICP) (ppm),PS 4 - 6 µm (per 100ml),PS 6 - 14 µm (per 100ml),PS 14 - 21 µm (per 100ml),PS 21 - 38 µm (per 100ml),PS > 38 µm (per 100ml),ISO 4406 1999 (4>6>14µm),Oxidation (Abs/cm),Nitration (Abs/cm),Glycol (POS/NEG),IpH (pH Units),TGA (NA) (% wt),Volume/ Capacity,Component Serial Number,Cobalt (ppm),Potassium (ppm),Sulphur (Multiple),Chlorine (Multiple)
153610,INNIO Jenbacher,Stefan Zaderer,-,-,-,-,-,-,GE0004.0882,AH 95,-,1476177,BGA Istrup,Gas Engine,Jenbacher,JMC 316 GS LC,Jenbacher N Oil 40,-,E,GEJ-01,GEAG73773,782,782,-,13/01/2022 10:51 13/01,04/01/2022 00:00 04/01,Normal (Green),1027018,willr,-,10/01/2022 14:00 10/01,11/01/2022 09:33:54,-,-,True,Routine,-,-,13/01/2022 09:50:52,12/01/2022 14:00:00,-,244,Y,123,13.9,<0.05,0.06,2.09,5.7,0.0289,0.0335,0.1873,<0.0001,0.0007,3,4,<1,8,<1,<1,3,2,2,<1,<1,<1,<1,<1,<1,<1,<1,<1,2256,<15,-,-,-,-,-,-,4,2,NEG,7.10,-,-,-,<1,<1,2256,<15,
163767,INNIO Jenbacher,Stefan Zaderer,-,-,-,-,-,-,GE0004.0883,J Z079,-,1428022,BHKW 1  Landau-Süd,-,Jenbacher,JMS 320,Jenbacher N Oil 40,-,E,GEJ-01,GEAG73949,10067,1204,84,18/01/2022 21:21 18/01,12/01/2022 00:00 12/01,Normal (Green),995850,ElizabethF,-,14/01/2022 14:00 14/01,15/01/2022 16:14:48,-,-,True,Routine,-,-,18/01/2022 15:20:56,18/01/2022 14:00:00,-,244,Y,130,14.7,<0.05,0.06,3.39,4.0,0.0326,0.0406,0.2004,<0.0001,0.0007,4,3,<1,<1,<1,<1,2,2,10,<1,<1,<1,<1,<1,<1,<1,<1,<1,2471,<15,-,-,-,-,-,-,8,5,NEG,5.51,-,-,-,-,<1,2471,<15,
153190,Jenbacher BV,-,Postbus 114,AC Alblasserdam  AG Alblasserdam,Netherland  Netherland,2950,+31 (0)880019772,+31 88 0019 701,GE0005.0006,J D679,-,4932501,Adrichem Steenbergen 2,Engine,Jenbacher,JMS 620 GS-N.L,Jenbacher N Oil 40,-,E,GEJ-01,GEUK45756,71595,1602,-,06/01/2022 15:53 06/01,14/12/2021 00:00 14/12,Normal (Green),1050406,willr,4932511,30/12/2021 12:30 30/12,30/12/2021 14:37:58,Adrichem Steenbergen 2,NG1,True,Routine,-,-,06/01/2022 15:53:04,04/01/2022 12:30:00,-,244,Y,132,14.5,<0.05,<0.01,2.81,4.5,0.0305,0.0395,0.2054,<0.0001,0.0008,2,6,<1,1,1,<1,10,8,<1,<1,<1,<1,<1,<1,<1,<1,<1,<1,2214,<15,-,-,-,-,-,-,9,2,NEG,5.94,-,-,-,-,<1,2214,<15,
153570,Jenbacher BV,-,Postbus 114,AC Alblasserdam  AG Alblasserdam,Netherland  Netherland,2950,+31 (0)880019772,+31 88 0019 701,GE0005.0011,J B628,-,1242299,Agro Care 4,Engine,Jenbacher,JMS 616 GS-N.L,Jenbacher N Oil 40,-,E,GEJ-01,GEAG73733,16682,13083?,-,13/01/2022 17:56 13/01,04/01/2022 00:00 04/01,Advanced (Red),1023077,andy,4039531,10/01/2022 14:34 10/01,10/01/2022 14:36:08,Agro Care 4,NG1,True,Routine,-,-,13/01/2022 17:56:01,12/01/2022 14:34:00,-,244,Y,140,15.1,<0.05,0.08,3.98,3.6,0.0352,0.0440,0.2236,<0.0001,0.0012,<1,15,1,1,<1,<1,2,5,1,<1,<1,<1,<1,<1,<1,<1,<1,<1,2536,<15,-,-,-,-,-,-,18,7,NEG,5.57,-,-,-,<1,1,2536,<15,
153573,Jenbacher BV,-,Postbus 114,AC Alblasserdam  AG Alblasserdam,Netherland  Netherland,2950,+31 (0)880019772,+31 88 0019 701,GE0005.0012,J B628,-,1242301,Agro Care 5,Engine,Jenbacher,JMS 616 GS-N.L,Jenbacher N Oil 40,-,E,GEJ-01,GEAG73736,16811,13190?,-,13/01/2022 17:58 13/01,04/01/2022 00:00 04/01,Normal (Green),1023080,andy,4039541,10/01/2022 14:34 10/01,10/01/2022 14:36:15,Agro Care 5,NG1,True,Routine,-,-,13/01/2022 17:58:06,12/01/2022 14:34:00,-,244,Y,137,14.8,<0.05,0.07,3.67,4.0,0.0346,0.0425,0.2195,<0.0001,0.0012,<1,9,<1,2,<1,<1,2,4,<1,<1,<1,<1,<1,<1,<1,<1,<1,<1,2515,<15,-,-,-,-,-,-,16,5,NEG,5.80,-,-,-,<1,<1,2515,<15,
153358,Jenbacher BV,-,Postbus 114,AC Alblasserdam  AG Alblasserdam,Netherland  Netherland,2950,+31 (0)880019772,+31 88 0019 701,GE0005.0015,J B771,-,4117271,AKW 3,Engine,Jenbacher,JMS 616 GS-N.L,Jenbacher N Oil 40,-,E,GEJ-01,GEAG73525,57126,922,-,12/01/2022 17:37 12/01,31/12/2021 00:00 31/12,Normal (Green),1050609,andy,4117281,07/01/2022 12:00 07/01,07/01/2022 13:41:13,AKW 3,NG1,True,Routine,-,geo40 on label,12/01/2022 17:37:03,11/01/2022 12:00:00,-,244,Y,132,14.2,<0.05,0.09,1.64,3.9,0.0347,0.0421,0.2227,<0.0001,0.0008,2,3,<1,<1,<1,<1,3,2,2,<1,2,<1,<1,<1,<1,<1,<1,<1,2351,<15,-,-,-,-,-,-,9,2,NEG,6.93,-,-,-,<1,<1,2351,<15,
153507,Jenbacher BV,-,Postbus 114,AC Alblasserdam  AG Alblasserdam,Netherland  Netherland,2950,+31 (0)880019772,+31 88 0019 701,GE0005.0017,J C975,-,4600481,Ammerlaan A.,Engine,Jenbacher,JMS 616 GS-N.L,Jenbacher N Oil 40,-,E,GEJ-01,GEAG73670,61303,528,-,12/01/2022 14:26 12/01,24/12/2021 00:00 24/12,Normal (Green),1050367,andy,4600491,10/01/2022 12:10 10/01,10/01/2022 13:32:11,Ammerlaan A.,NG1,True,Routine,-,-,12/01/2022 14:26:03,12/01/2022 12:10:00,-,244,Y,120,13.7,<0.05,0.06,1.70,6.1,0.0303,0.0353,0.1883,<0.0001,0.0007,3,3,<1,<1,<1,<1,4,3,<1,<1,<1,<1,<1,<1,<1,<1,<1,<1,2471,<15,-,-,-,-,-,-,4,2,NEG,7.86,-,-,-,<1,<1,2471,<15,
153513,Jenbacher BV,-,Postbus 114,AC Alblasserdam  AG Alblasserdam,Netherland  Netherland,2950,+31 (0)880019772,+31 88 0019 701,GE0005.0019,J B185,-,1232221,Ammerlaan Flowers 1,Engine,Jenbacher,JMS 420 GS-N.L,Jenbacher N Oil 40,-,E,GEJ-01,GEAG73676,81345,1805,-,12/01/2022 14:33 12/01,24/12/2021 00:00 24/12,Normal (Green),1050372,andy,3795181,10/01/2022 12:10 10/01,10/01/2022 13:39:02,Ammerlaan Flowers 1,NG1,True,Routine,-,-,12/01/2022 14:32:42,12/01/2022 12:10:00,-,244,Y,130,14.5,<0.05,0.05,2.97,3.7,0.0296,0.0367,0.1924,<0.0001,0.0008,3,9,<1,5,<1,<1,2,9,<1,<1,<1,<1,<1,<1,<1,<1,<1,<1,2411,<15,-,-,-,-,-,-,4,5,NEG,5.64,-,-,-,<1,<1,2411,<15,
153193,Jenbacher BV,-,Postbus 114,AC Alblasserdam  AG Alblasserdam,Netherland  Netherland,2950,+31 (0)880019772,+31 88 0019 701,GE0005.0028,J D164,-,4699391,Bakker J.P. de,Engine,Jenbacher,JMS 620 GS-N.L,Jenbacher N Oil 40,-,E,GEJ-01,GEUK45759,68640,931,-,06/01/2022 08:46 06/01,16/12/2021 00:00 16/12,Normal (Green),1052254,Neil,4699431,30/12/2021 12:30 30/12,30/12/2021 14:44:13,Bakker J.P. de,NG1,True,Routine,-,-,06/01/2022 08:45:11,04/01/2022 12:30:00,-,244,Y,124,14.0,<0.05,<0.01,2.29,5.5,0.0305,0.0381,0.1992,<0.0001,0.0006,2,6,<1,1,<1,<1,3,2,<1,<1,<1,<1,<1,<1,<1,<1,<1,<1,2334,<15,-,-,-,-,-,-,5,2,NEG,6.66,-,-,-,-,<1,2334,<15,
163756,Jenbacher BV,-,Postbus 114,AC Alblasserdam  AG Alblasserdam,Netherland  Netherland,2950,+31 (0)880019772,+31 88 0019 701,GE0005.0032,J D676,-,4932291,Barendse John,Engine,Jenbacher,JMS 612 GS-N.L,Jenbacher N Oil 40,-,E,GEJ-01,GEAG73938,45672?,1174?,-,19/01/2022 14:31 19/01,07/01/2022 00:00 07/01,Normal (Green),1047530,andy,4932301,14/01/2022 14:00 14/01,15/01/2022 15:56:53,Barendse John,NG1,True,Routine,-,S/N?? Unit/oil life??.,19/01/2022 14:31:40,18/01/2022 14:00:00,-,244,Y,126,14.2,<0.05,0.06,2.61,4.8,0.0322,0.0386,0.2098,<0.0001,0.0010,3,5,<1,1,3,<1,2,2,<1,<1,<1,<1,<1,<1,<1,<1,<1,<1,2673,<15,-,-,-,-,-,-,7,3,NEG,6.57,-,-,-,-,<1,2673,<15,
163810,Jenbacher BV,-,Postbus 114,AC Alblasserdam  AG Alblasserdam,Netherland  Netherland,2950,+31 (0)880019772,+31 88 0019 701,GE0005.0037,J D727,-,4956421,Berg Gerbera,Engine,Jenbacher,JMS 616 GS-N.L,Jenbacher N Oil 40,-,E,GEJ-01,GEAG73986,62006,2003,-,19/01/2022 19:11 19/01,13/01/2022 00:00 13/01,Normal (Green),1047309,andy,4956411,17/01/2022 12:30 17/01,17/01/2022 16:05:58,Berg Gerbera,NG1,True,Routine,-,-,19/01/2022 19:11:43,19/01/2022 12:30:00,-,244,N,125,14.4,<0.05,0.06,2.25,5.0,0.0314,0.0360,0.1974,<0.0001,0.0006,3,4,<1,<1,<1,<1,5,5,<1,<1,<1,<1,<1,<1,<1,<1,<1,<1,2489,<15,-,-,-,-,-,-,6,3,NEG,6.73,-,-,-,<1,<1,2489,<15,
163844,Jenbacher BV,-,Postbus 114,AC Alblasserdam  AG Alblasserdam,Netherland  Netherland,2950,+31 (0)880019772,+31 88 0019 701,GE0005.0041,J D417,-,4734471,Bergplant ,Engine,Jenbacher,JMS 616 GS-N.L,Jenbacher N Oil 40,-,E,GEJ-01,GEAG74020,58502,7910,-,20/01/2022 21:27 20/01,11/01/2022 00:00 11/01,Normal (Green),1047266,andy,4734481,17/01/2022 12:30 17/01,17/01/2022 16:39:04,Bergplant ,NG1,True,Routine,-,-,20/01/2022 21:26:58,19/01/2022 12:30:00,-,244,N,124,14.0,<0.05,0.06,2.27,5.2,0.0304,0.0351,0.1968,<0.0001,0.0007,3,3,<1,3,<1,<1,2,2,1,<1,<1,<1,<1,<1,<1,<1,<1,<1,2395,<15,-,-,-,-,-,-,6,2,NEG,7.01,-,-,-,<1,<1,2395,<15,
153165,Jenbacher BV,-,Postbus 114,AC Alblasserdam  AG Alblasserdam,Netherland  Netherland,2950,+31 (0)880019772,+31 88 0019 701,GE0005.0041,J D417,-,4734471,Bergplant ,Engine,Jenbacher,JMS 616 GS-N.L,Jenbacher N Oil 40,-,E,GEJ-01,GEUK45731,57966,7374,-,05/01/2022 10:51 05/01,15/12/2021 00:00 15/12,Normal (Green),1052253,Neil,4734481,30/12/2021 12:30 30/12,30/12/2021 14:08:11,Bergplant ,NG1,True,Routine,-,-,05/01/2022 10:50:51,04/01/2022 12:30:00,-,244,Y,121,13.8,<0.05,<0.01,2.22,5.8,0.0294,0.0339,0.1874,<0.0001,0.0007,2,3,<1,3,<1,<1,2,2,<1,<1,<1,<1,<1,<1,<1,<1,<1,<1,2196,<15,-,-,-,-,-,-,3,1,NEG,7.23,-,-,-,-,<1,2196,<15,
153050,Jenbacher BV,-,Postbus 114,AC Alblasserdam  AG Alblasserdam,Netherland  Netherland,2950,+31 (0)880019772,+31 88 0019 701,GE0005.0042,J D018,-,1232285,Bernhard Rozen 1,Engine,Jenbacher,JMS 612 GS-N.L,Jenbacher N Oil 40,-,E,GEJ-01,GEAG73313,48819,1803,-,04/01/2022 14:57 04/01,22/12/2021 00:00 22/12,Normal (Green),66074,willr,4623081,30/12/2021 13:00 30/12,30/12/2021 16:53:27,Bernhard Rozen 1,NG1,True,Routine,-,-,04/01/2022 13:56:50,04/01/2022 13:00:00,-,244,Y,129,14.5,<0.05,0.05,3.28,3.7,0.0286,0.0330,0.2010,<0.0001,0.0007,2,9,<1,1,<1,1,2,3,<1,<1,<1,<1,<1,<1,<1,<1,<1,<1,2336,<15,-,-,-,-,-,-,8,4,NEG,5.87,-,-,-,-,<1,2336,<15,
153510,Jenbacher BV,-,Postbus 114,AC Alblasserdam  AG Alblasserdam,Netherland  Netherland,2950,+31 (0)880019772,+31 88 0019 701,GE0005.0045,J C482,-,4400821,Bleiswijkse Zoom,Engine,Jenbacher,JMS 616 GS-N.L,Jenbacher N Oil 40,-,E,GEJ-01,GEAG73673,77171,1520,-,12/01/2022 14:29 12/01,24/12/2021 00:00 24/12,Normal (Green),1050369,andy,4400831,10/01/2022 12:10 10/01,10/01/2022 13:36:51,Bleiswijkse Zoom,NG1,True,Routine,-,-,12/01/2022 14:29:27,12/01/2022 12:10:00,-,244,Y,125,14.1,<0.05,0.05,2.10,5.4,0.0302,0.0356,0.1925,<0.0001,0.0007,3,4,<1,5,<1,<1,2,2,1,<1,<1,<1,<1,<1,<1,<1,<1,<1,2346,<15,-,-,-,-,-,-,6,2,NEG,6.92,-,-,-,<1,<1,2346,<15,
153579,Jenbacher BV,-,Postbus 114,AC Alblasserdam  AG Alblasserdam,Netherland  Netherland,2950,+31 (0)880019772,+31 88 0019 701,GE0005.0054,J A931,-,3629151,Dukker Chrysanten,Engine,Jenbacher,JMS 320 GS-N.L,Jenbacher N Oil 40,-,E,GEJ-01,GEAG73742,73599,1140,-,13/01/2022 15:57 13/01,24/12/2021 00:00 24/12,Normal (Green),1050137,andy,3629741,10/01/2022 14:34 10/01,10/01/2022 14:36:30,Dukker Chrysanten,NG1,True,Routine,-,-,13/01/2022 15:56:52,12/01/2022 14:34:00,-,244,Y,131,14.5,<0.05,0.05,2.51,3.7,0.0303,0.0346,0.1766,<0.0001,0.0013,3,4,<1,2,<1,<1,3,2,2,<1,<1,<1,<1,<1,<1,<1,<1,<1,3103,<15,-,-,-,-,-,-,8,4,NEG,5.69,-,-,-,<1,<1,3103,<15,
163757,Jenbacher BV,-,Postbus 114,AC Alblasserdam  AG Alblasserdam,Netherland  Netherland,2950,+31 (0)880019772,+31 88 0019 701,GE0005.0055,J D306,-,4723451,Breugem D.J. Tomaten,Engine,Jenbacher,JMS 616 GS-N.L,Jenbacher N Oil 40,-,E,GEJ-01,GEAG73939,57949,6822,-,18/01/2022 21:14 18/01,07/01/2022 00:00 07/01,Normal (Green),1048818,ElizabethF,4723461,14/01/2022 14:00 14/01,15/01/2022 15:58:32,Breugem D.J. Tomaten,NG1,True,Routine,-,-,18/01/2022 15:14:25,18/01/2022 14:00:00,-,244,Y,133,14.7,<0.05,0.06,3.23,3.9,0.0313,0.0382,0.2070,<0.0001,0.0009,4,9,<1,3,4,<1,2,2,<1,<1,<1,<1,<1,<1,<1,<1,<1,<1,2653,<15,-,-,-,-,-,-,10,3,NEG,6.03,-,-,-,-,<1,2653,<15,
163803,Jenbacher BV,-,Postbus 114,AC Alblasserdam  AG Alblasserdam,Netherland  Netherland,2950,+31 (0)880019772,+31 88 0019 701,GE0005.0056,J C581,-,4439391,Breugem Products,Engine,Jenbacher,JMS 616 GS-N.L,Jenbacher N Oil 40,-,E,GEJ-01,GEAG73979,62047,500,-,19/01/2022 18:51 19/01,13/01/2022 00:00 13/01,Normal (Green),1047303,andy,4439401,17/01/2022 12:30 17/01,17/01/2022 16:01:35,Breugem Products,NG1,True,Routine,-,-,19/01/2022 18:51:18,19/01/2022 12:30:00,-,244,N,117,13.7,<0.05,0.07,2.07,6.0,0.0318,0.0361,0.2006,<0.0001,0.0006,3,3,<1,<1,<1,<1,3,1,<1,<1,<1,<1,<1,<1,<1,<1,<1,<1,2521,<15,-,-,-,-,-,-,3,2,NEG,7.87,-,-,-,<1,<1,2521,<15,
153332,Jenbacher BV,-,Postbus 114,AC Alblasserdam  AG Alblasserdam,Netherland  Netherland,2950,+31 (0)880019772,+31 88 0019 701,GE0005.0059,J D418,-,4734881,Bruijn A. de Westgaag 2,Engine,Jenbacher,JMS 612 GS-N.L,Jenbacher N Oil 40,-,E,GEJ-01,GEAG73499,73143,11288,-,10/01/2022 20:12 10/01,28/12/2021 00:00 28/12,Normal (Green),1049914,andy,4734891,07/01/2022 12:00 07/01,07/01/2022 13:11:52,Bruijn A. de Westgaag 2,NG1,True,Routine,-,GEO40 on label,10/01/2022 20:12:36,11/01/2022 12:00:00,-,244,Y,127,14.3,<0.05,0.05,2.24,5.1,0.0308,0.0373,0.2075,<0.0001,0.0007,2,6,<1,<1,<1,3,2,3,<1,<1,<1,<1,<1,<1,<1,<1,<1,<1,2471,<15,-,-,-,-,-,-,6,3,NEG,6.73,-,-,-,<1,<1,2471,<15,
163843,Jenbacher BV,-,Postbus 114,AC Alblasserdam  AG Alblasserdam,Netherland  Netherland,2950,+31 (0)880019772,+31 88 0019 701,GE0005.0063,J A877,-,1223741,Chrywijk 1,Engine,Jenbacher,JMS 420 GS-N.L,Jenbacher N Oil 40,-,E,GEJ-01,GEAG74019,74073,155,-,20/01/2022 21:26 20/01,12/01/2022 00:00 12/01,Normal (Green),1047274,andy,3600931,17/01/2022 12:30 17/01,17/01/2022 16:38:29,Chrywijk 1,NG1,True,Routine,-,-,20/01/2022 21:26:36,19/01/2022 12:30:00,-,244,N,125,14.2,<0.05,0.05,2.38,4.6,0.0311,0.0362,0.1927,<0.0001,0.0009,3,4,<1,1,<1,<1,2,2,<1,<1,<1,<1,<1,<1,<1,<1,<1,<1,2437,<15,-,-,-,-,-,-,5,6,NEG,6.84,-,-,-,<1,<1,2437,<15,
163998,Jenbacher BV,-,Postbus 114,AC Alblasserdam  AG Alblasserdam,Netherland  Netherland,2950,+31 (0)880019772,+31 88 0019 701,GE0005.0064,J B750,-,4117311,Chrywijk 2,Engine,Jenbacher,JMS 320 GS-N.L,Jenbacher N Oil 40,-,E,GEJ-01,GEAG74166,61366,1493,-,23/01/2022 16:13 23/01,12/01/2022 00:00 12/01,Normal (Green),1047270,andy,4117321,19/01/2022 12:00 19/01,19/01/2022 16:58:30,Chrywijk 2,NG1,True,Routine,-,-,23/01/2022 16:13:23,21/01/2022 12:00:00,-,244,N,128,14.2,<0.05,0.06,3.54,3.4,0.0322,0.0372,0.2020,<0.0001,0.0012,2,5,<1,2,<1,<1,2,<1,2,<1,<1,<1,<1,<1,<1,<1,<1,<1,2555,<15,-,-,-,-,-,-,10,4,NEG,5.48,-,-,-,-,<1,2555,<15,
163842,Jenbacher BV,-,Postbus 114,AC Alblasserdam  AG Alblasserdam,Netherland  Netherland,2950,+31 (0)880019772,+31 88 0019 701,GE0005.0065,J C895,-,4573311,Chrywijk 3,Engine,Jenbacher,JMS 616 GS-N.L,Jenbacher N Oil 40,-,E,GEJ-01,GEAG74018,45324,3334,-,20/01/2022 21:26 20/01,12/01/2022 00:00 12/01,Normal (Green),1047271,andy,4573331,17/01/2022 12:30 17/01,17/01/2022 16:37:51,Chrywijk 3,NG1,True,Routine,-,-,20/01/2022 21:26:03,19/01/2022 12:30:00,-,244,N,121,13.9,<0.05,0.07,2.19,6.1,0.0313,0.0359,0.1970,<0.0001,0.0008,3,3,<1,<1,<1,<1,3,2,<1,<1,<1,<1,<1,<1,<1,<1,<1,<1,2452,<15,-,-,-,-,-,-,5,2,NEG,7.37,-,-,-,<1,<1,2452,<15,
153330,Jenbacher BV,-,Postbus 114,AC Alblasserdam  AG Alblasserdam,Netherland  Netherland,2950,+31 (0)880019772,+31 88 0019 701,GE0005.0068,J D299,-,4695581,Cluster B. hoek 2,Engine,Jenbacher,JMS 612 GS-N.L,Jenbacher N Oil 40,-,E,GEJ-01,GEAG73497,71510,819,-,10/01/2022 20:09 10/01,27/12/2021 00:00 27/12,Normal (Green),1049911,andy,4695591,07/01/2022 12:00 07/01,07/01/2022 13:09:17,Cluster B. hoek 2,NG1,True,Routine,-,GEO 40 on label,10/01/2022 20:09:28,11/01/2022 12:00:00,-,244,Y,124,14.0,<0.05,0.07,2.21,5.2,0.0321,0.0377,0.2081,<0.0001,0.0008,3,5,<1,4,<1,<1,3,3,<1,<1,<1,<1,<1,<1,<1,<1,<1,<1,2549,<15,-,-,-,-,-,-,8,2,NEG,6.71,-,-,-,<1,<1,2549,<15,
163865,Jenbacher BV,-,Postbus 114,AC Alblasserdam  AG Alblasserdam,Netherland  Netherland,2950,+31 (0)880019772,+31 88 0019 701,GE0005.0069,J C854,-,4546391,Cluster Zijlberg,Engine,Jenbacher,JMS 616 GS-N.L,Jenbacher N Oil 40,-,E,GEJ-01,GEAG74041,53417,1242,-,21/01/2022 10:15 21/01,12/01/2022 00:00 12/01,Normal (Green),1037974,Neil,4546401,17/01/2022 12:30 17/01,17/01/2022 17:55:08,Cluster Zijlberg,NG1,True,Routine,-,-,21/01/2022 09:15:17,19/01/2022 12:30:00,-,244,N,128,14.2,<0.05,0.06,2.26,5.2,0.0329,0.0380,0.2120,<0.0001,0.0010,3,5,<1,<1,<1,<1,6,6,3,<1,<1,<1,<1,<1,<1,<1,<1,<1,2588,<15,-,-,-,-,-,-,6,3,NEG,6.83,-,-,-,<1,1,2588,<15,
163878,Jenbacher BV,-,Postbus 114,AC Alblasserdam  AG Alblasserdam,Netherland  Netherland,2950,+31 (0)880019772,+31 88 0019 701,GE0005.0070,J D646,-,4900241,Combiplant Tuin 3-420,Engine,Jenbacher,JMS 420 GS-N.L,Jenbacher N Oil 40,-,E,GEJ-01,GEAG74054,54289,216,-,21/01/2022 10:30 21/01,12/01/2022 00:00 12/01,Normal (Green),1037970,Neil,4900251,17/01/2022 12:30 17/01,17/01/2022 18:04:24,Combiplant Tuin 3-420,NG1,True,Routine,-,site name different on label,21/01/2022 09:30:19,19/01/2022 12:30:00,-,244,N,118,13.7,<0.05,0.05,1.71,5.8,0.0306,0.0340,0.1862,<0.0001,0.0007,3,4,<1,1,<1,<1,3,2,<1,<1,<1,<1,<1,<1,<1,<1,<1,<1,2418,<15,-,-,-,-,-,-,<1,2,NEG,7.70,-,-,-,<1,<1,2418,<15,
163895,Jenbacher BV,-,Postbus 114,AC Alblasserdam  AG Alblasserdam,Netherland  Netherland,2950,+31 (0)880019772,+31 88 0019 701,GE0005.0072,J D743,-,4962661,Combiplant Tuin 4-612,Engine,Jenbacher,JMS 612 GS-N.L,Jenbacher N Oil 40,-,E,GEJ-01,GEAG74071,68856,5396,-,21/01/2022 10:57 21/01,12/01/2022 00:00 12/01,Normal (Green),1037971,Neil,4962651,17/01/2022 12:30 17/01,17/01/2022 18:23:02,Combiplant Tuin 4-612,NG1,True,Routine,-,Site name on label different,21/01/2022 09:57:37,19/01/2022 12:30:00,-,244,N,122,14.1,<0.05,0.06,2.10,5.0,0.0303,0.0351,0.1941,<0.0001,0.0006,3,3,<1,3,<1,<1,3,2,<1,<1,<1,<1,<1,<1,<1,<1,<1,<1,2391,<15,-,-,-,-,-,-,6,2,NEG,7.17,-,-,-,<1,<1,2391,<15,
163823,Jenbacher BV,-,Postbus 114,AC Alblasserdam  AG Alblasserdam,Netherland  Netherland,2950,+31 (0)880019772,+31 88 0019 701,GE0005.0073,J D135,-,4691631,Concordia,Engine,Jenbacher,JMS 616 GS-N.L,Jenbacher N Oil 40,-,E,GEJ-01,GEAG73999,54712,804,-,20/01/2022 17:13 20/01,11/01/2022 00:00 11/01,Normal (Green),1047536,andy,4691641,17/01/2022 12:30 17/01,17/01/2022 16:22:13,Concordia,NG1,True,Routine,-,S/N? 1255806,20/01/2022 17:13:03,19/01/2022 12:30:00,-,244,N,127,14.3,<0.05,0.09,2.79,4.9,0.0321,0.0373,0.2008,<0.0001,0.0010,3,6,<1,<1,1,<1,4,4,<1,<1,<1,<1,<1,<1,<1,<1,<1,<1,2614,<15,-,-,-,-,-,-,8,3,NEG,6.58,-,-,-,<1,<1,2614,<15,
153164,Jenbacher BV,-,Postbus 114,AC Alblasserdam  AG Alblasserdam,Netherland  Netherland,2950,+31 (0)880019772,+31 88 0019 701,GE0005.0079,J D005,-,4601441,Growers 2,Engine,Jenbacher,JMS 616 GS-N.L,Jenbacher N Oil 40,-,E,GEJ-01,GEUK45730,58011,989,-,06/01/2022 07:44 06/01,14/12/2021 00:00 14/12,Normal (Green),1050407,Neil,4601461,30/12/2021 12:30 30/12,30/12/2021 14:07:08,Growers 2,NG1,True,Routine,-,-,06/01/2022 07:43:59,04/01/2022 12:30:00,-,244,Y,136,14.3,<0.05,0.09,2.77,4.7,0.0322,0.0381,0.2067,<0.0001,0.0007,4,8,<1,<1,<1,<1,7,8,<1,<1,<1,<1,<1,<1,<1,<1,<1,<1,2359,<15,-,-,-,-,-,-,9,2,NEG,6.41,-,-,-,-,<1,2359,<15,
164004,Jenbacher BV,-,Postbus 114,AC Alblasserdam  AG Alblasserdam,Netherland  Netherland,2950,+31 (0)880019772,+31 88 0019 701,GE0005.0080,J D005,-,4601451,Growers 3,Engine,Jenbacher,JMS 616 GS-N.L,Jenbacher N Oil 40,-,E,GEJ-01,GEAG74172,56080,455,-,23/01/2022 14:06 23/01,14/01/2022 00:00 14/01,Normal (Green),1034514,andy,4627201,19/01/2022 12:00 19/01,19/01/2022 17:15:16,Growers 3,NG1,True,Routine,-,-,23/01/2022 14:06:22,21/01/2022 12:00:00,-,244,N,124,14.0,<0.05,0.09,2.39,5.1,0.0311,0.0365,0.2027,<0.0001,0.0007,3,4,<1,<1,<1,<1,6,5,1,<1,<1,<1,<1,<1,<1,<1,<1,<1,2646,<15,-,-,-,-,-,-,7,3,NEG,6.99,-,-,-,-,<1,2646,<15,
